authors,original_publication_year,original_title,title,average_rating,ratings_count,image_url,small_image_url,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,book_id,work_ratings_count
Kristan Higgins,2013,The Best Man,"The Best Man (Blue Heron, #1)",3.93,18998,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,23422,23422,812271,55,375725342,9.78E+12,6157,20977
Jude Watson,2011,A King's Ransom,"A King's Ransom (The 39 Clues: Cahills vs. Vespers, #2)",4.14,18168,https://images.gr-assets.com/books/1329085934m/10706120.jpg,https://images.gr-assets.com/books/1329085934s/10706120.jpg,608216,608216,2098474,40,7162499,9.78E+12,6158,18469
Penelope Ward,2016,RoomHate,RoomHate,4.07,21136,https://images.gr-assets.com/books/1453991440m/27083865.jpg,https://images.gr-assets.com/books/1453991440s/27083865.jpg,25066591,25066591,44146594,34,316407135,9.78E+12,6159,26326
"Anonymous, Ananda Maitreya, Thich Nhat Hanh, Balangoda Ananda Maitreya Maitreya",-500,धर्मपद [Dhammapada],The Dhammapada,4.29,12639,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,326272,69091,2321188,127,9645571766,9.79E+12,6160,17114
Alan Bradley,2013,Speaking from Among the Bones,"Speaking from Among the Bones (Flavia de Luce, #5)",4.17,21892,https://images.gr-assets.com/books/1344371922m/13642963.jpg,https://images.gr-assets.com/books/1344371922s/13642963.jpg,18209468,18209468,25630270,26,812995201,9.78E+12,6161,24547
"James Patterson, Maxine Paetro",2009,Swimsuit,Swimsuit,3.63,18462,https://images.gr-assets.com/books/1344268075m/5551522.jpg,https://images.gr-assets.com/books/1344268075s/5551522.jpg,110396,110396,1118162,42,60531231,9.78E+12,6162,20452
Tarryn Fisher,2012,Dirty Red,"Dirty Red (Love Me with Lies, #2)",4.22,26888,https://images.gr-assets.com/books/1364298887m/15832316.jpg,https://images.gr-assets.com/books/1364298887s/15832316.jpg,10852027,10852027,15766774,37,399157867,9.78E+12,6163,27127
Holly Black,2015,The Darkest Part of the Forest,The Darkest Part of the Forest,3.91,22992,https://images.gr-assets.com/books/1397755014m/20958632.jpg,https://images.gr-assets.com/books/1397755014s/20958632.jpg,303460,303460,1878,16,689839057,9.78E+12,6164,25498
Sally   Thorne,2016,The Hating Game,The Hating Game,4.24,21426,https://images.gr-assets.com/books/1467138679m/25883848.jpg,https://images.gr-assets.com/books/1467138679s/25883848.jpg,22322,22322,1715356,47,399154302,9.78E+12,6165,28602
Julia Heaberlin,2015,Black-Eyed Susans,Black-Eyed Susans,3.78,14886,https://images.gr-assets.com/books/1431975016m/23746004.jpg,https://images.gr-assets.com/books/1431975016s/23746004.jpg,534289,534289,521797,140,069109750X,9.78E+12,6166,18850
Penny Reid,2013,Neanderthal Seeks Human,"Neanderthal Seeks Human (Knitting in the City, #1)",3.96,29612,https://images.gr-assets.com/books/1364347894m/17673307.jpg,https://images.gr-assets.com/books/1364347894s/17673307.jpg,153492,153492,2422487,575,1419151126,9.78E+12,6167,29949
"Scott Westerfeld, Keith Thompson",2011,Goliath,"Goliath (Leviathan, #3)",4.25,23911,https://images.gr-assets.com/books/1299808712m/9918083.jpg,https://images.gr-assets.com/books/1299808712s/9918083.jpg,10252302,10252302,15152485,40,307267679,9.78E+12,6168,25391
Karin Slaughter,2012,Criminal,"Criminal (Will Trent, #6)",4.21,18592,https://images.gr-assets.com/books/1334414049m/12922320.jpg,https://images.gr-assets.com/books/1334414049s/12922320.jpg,48484,48484,47428,33,765312182,9.78E+12,6169,21262
Sue Grafton,2013,W is for Wasted,"W is for Wasted (Kinsey Millhone, #23)",3.86,17357,https://images.gr-assets.com/books/1367622462m/17707605.jpg,https://images.gr-assets.com/books/1367622462s/17707605.jpg,17674991,17674991,24678726,8,052595421X,9.78E+12,6170,22102
Sherrilyn Kenyon,2005,Sins of the Night,Sins of the Night (Dark-Hunter #7),4.18,28341,https://images.gr-assets.com/books/1317065358m/84135.jpg,https://images.gr-assets.com/books/1317065358s/84135.jpg,7619398,7619398,10091604,17,1401228305,9.78E+12,6171,30467
Beth Revis,2013,Shades of Earth,"Shades of Earth (Across the Universe, #3)",4.11,24612,https://images.gr-assets.com/books/1346494567m/10345937.jpg,https://images.gr-assets.com/books/1346494567s/10345937.jpg,3080212,3080212,3111256,29,399155279,9.78E+12,6172,26839
Ursula K. Le Guin,1990,Tehanu,"Tehanu (Earthsea Cycle, #4)",3.89,19503,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,16619,16619,90454,256,140447601,9.78E+12,6173,23207
Amy Tintera,2013,Reboot,"Reboot (Reboot, #1)",3.92,23300,https://images.gr-assets.com/books/1350931774m/13517455.jpg,https://images.gr-assets.com/books/1350931774s/13517455.jpg,43932,43932,14597391,60,440220459,9.78E+12,6174,25819
Carrie Brownstein,2015,Hunger Makes Me a Modern Girl,Hunger Makes Me a Modern Girl,3.88,17102,https://images.gr-assets.com/books/1435507354m/25065629.jpg,https://images.gr-assets.com/books/1435507354s/25065629.jpg,8951,8951,3214277,49,316016659,9.78E+12,6175,18584
Jon Meacham,2012,Thomas Jefferson: The Art of Power,Thomas Jefferson: The Art of Power,3.99,18546,https://images.gr-assets.com/books/1342043615m/13533740.jpg,https://images.gr-assets.com/books/1342043615s/13533740.jpg,16081754,16081754,21881113,16,,,6176,19853
Agatha Christie,1936,Murder in Mesopotamia,"Murder in Mesopotamia (Hercule Poirot, #14)",3.86,21207,https://images.gr-assets.com/books/1308808558m/16360.jpg,https://images.gr-assets.com/books/1308808558s/16360.jpg,4313522,4313522,4361300,44,399155430,9.78E+12,6177,24492
Pearl Cleage,1997,What Looks Like Crazy on an Ordinary Day,"What Looks Like Crazy on an Ordinary Day (Idlewild, #1)",3.7,17853,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,13281637,13281637,18486007,8,1466266732,9.78E+12,6178,18444
Sue Grafton,1990,G is for Gumshoe,"G is for Gumshoe (Kinsey Millhone, #7)",3.9,22311,https://images.gr-assets.com/books/1315138148m/257990.jpg,https://images.gr-assets.com/books/1315138148s/257990.jpg,3276012,3276012,3312295,64,7271212,9.78E+12,6179,24764
David Baldacci,2013,King & Maxwell,"King and Maxwell (Sean King & Michelle Maxwell, #6)",4.03,14491,https://images.gr-assets.com/books/1379456669m/17333431.jpg,https://images.gr-assets.com/books/1379456669s/17333431.jpg,30512,30512,2305040,61,2264022442,9.78E+12,6180,20096
Trudi Canavan,2009,The Magician's Apprentice,"The Magician's Apprentice (Black Magician, #0.5)",3.94,17128,https://images.gr-assets.com/books/1344264805m/3342764.jpg,https://images.gr-assets.com/books/1344264805s/3342764.jpg,77699,77699,75046,67,449911594,9.78E+12,6181,19089
Steven Erikson,2007,Reaper's Gale,"Reaper's Gale (The Malazan Book of the Fallen, #7)",4.34,16539,https://images.gr-assets.com/books/1403011403m/459064.jpg,https://images.gr-assets.com/books/1403011403s/459064.jpg,787660,787660,3038288,52,671729446,9.78E+12,6182,19293
"Arthur C. Clarke, Gentry Lee",1991,"The Garden of Rama (Rama, #3)","The Garden of Rama (Rama, #3)",3.76,16389,https://images.gr-assets.com/books/1375814957m/112518.jpg,https://images.gr-assets.com/books/1375814957s/112518.jpg,47881,47881,847797,27,439545307,9.78E+12,6183,17852
Graham Greene,1958,Our Man in Havana,Our Man in Havana,3.94,15460,https://images.gr-assets.com/books/1327926887m/133394.jpg,https://images.gr-assets.com/books/1327926887s/133394.jpg,18825,18825,85999,54,99461889,9.78E+12,6184,18434
"Scott Snyder, Jock, Francesco Francavilla, Jared K. Fletcher, Sal Cipriano, David   Baron",2011,Batman: The Black Mirror,Batman: The Black Mirror,4.29,15625,https://images.gr-assets.com/books/1503127212m/10889279.jpg,https://images.gr-assets.com/books/1503127212s/10889279.jpg,216131,216131,1830020,31,743484207,9.78E+12,6185,16366
"James Patterson, Marshall Karp",2011,Kill Me If You Can,Kill Me If You Can,4,16879,https://images.gr-assets.com/books/1344263782m/9682816.jpg,https://images.gr-assets.com/books/1344263782s/9682816.jpg,34871,34871,34835,6,1600100295,9.78E+12,6186,18616
"Laurell K. Hamilton, Laural Merlington",2007,A Lick of Frost,"A Lick of Frost (Merry Gentry, #6)",4.12,24148,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,754713,754713,10479789,359,755334434,9.78E+12,6187,27391
"Orson Scott Card, James Cameron",1989,The Abyss,The Abyss,4.06,16318,https://images.gr-assets.com/books/1225165505m/40289.jpg,https://images.gr-assets.com/books/1225165505s/40289.jpg,761575,761575,711892,48,553580272,9.78E+12,6188,16492
"Katarina Bivald, Alice Menzies",2013,Läsarna i Broken Wheel rekommenderar,The Readers of Broken Wheel Recommend,3.56,14571,https://images.gr-assets.com/books/1452107441m/25573977.jpg,https://images.gr-assets.com/books/1452107441s/25573977.jpg,244572,244572,6594671,70,000710653X,9.78E+12,6189,20886
Dennis Lehane,2012,Live by Night,"Live by Night (Coughlin, #2)",3.89,14275,https://images.gr-assets.com/books/1334590418m/13083008.jpg,https://images.gr-assets.com/books/1334590418s/13083008.jpg,229432,229432,3315230,615,140436111,9.78E+12,6190,17522
"Karen Kingsbury, Gary Smalley",2002,Remember,"Remember (Redemption, #2)",4.41,16303,https://images.gr-assets.com/books/1406506306m/35332.jpg,https://images.gr-assets.com/books/1406506306s/35332.jpg,2615008,2615008,2639658,36,307377040,9.78E+12,6191,16985
Nora Roberts,2014,Blood Magick,"Blood Magick (The Cousins O'Dwyer Trilogy, #3)",4.06,14167,https://images.gr-assets.com/books/1458263077m/18754961.jpg,https://images.gr-assets.com/books/1458263077s/18754961.jpg,75020,75020,72565,55,345460065,9.78E+12,6192,22139
Stephen R. Donaldson,1977,The Power That Preserves,"The Power That Preserves (The Chronicles of Thomas Covenant the Unbeliever, #3)",3.99,18594,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,6660747,6660747,6633597,18,446556823,9.78E+12,6193,20278
J.M. Coetzee,1980,Waiting for the Barbarians,Waiting for the Barbarians,3.94,14830,https://images.gr-assets.com/books/1330879044m/6194.jpg,https://images.gr-assets.com/books/1330879044s/6194.jpg,1096390,1096390,1792422,91,374280967,9.78E+12,6194,18453
Walter Isaacson,2014,"The Innovators: How a Group of Inventors, Hackers, Geniuses and Geeks Created the Digital Revolution","The Innovators: How a Group of  Hackers, Geniuses and Geeks Created the Digital Revolution",4.03,14890,https://images.gr-assets.com/books/1410191571m/21856367.jpg,https://images.gr-assets.com/books/1410191571s/21856367.jpg,22911,22911,935000,256,805210644,9.78E+12,6195,16810
Deborah Rodriguez,2007,Kabul Beauty School: An American Woman Goes Behind the Veil,Kabul Beauty School: An American Woman Goes Behind the Veil,3.63,17002,https://images.gr-assets.com/books/1320448527m/316558.jpg,https://images.gr-assets.com/books/1320448527s/316558.jpg,831829,831829,280664,17,971977550,9.78E+12,6196,19172
Ernest Hemingway,1937,To Have and Have Not ,To Have and Have Not,3.57,16074,https://images.gr-assets.com/books/1400886825m/4630.jpg,https://images.gr-assets.com/books/1400886825s/4630.jpg,197459,197459,3239312,36,60827696,9.78E+12,6197,18970
Ken Follett,2001,Jackdaws,Jackdaws,3.91,17489,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,9666241,9666241,14553962,7,,9.79E+12,6198,20382
Ben Mikaelsen,1997,Touching Spirit Bear,"Touching Spirit Bear (Spirit Bear, #1)",3.85,17706,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,11045709,11045709,15966434,29,1565126297,9.78E+12,6199,18850
Rachel Kushner,2013,The Flamethrowers,The Flamethrowers,3.46,13225,https://images.gr-assets.com/books/1387146199m/15803141.jpg,https://images.gr-assets.com/books/1387146199s/15803141.jpg,300226,300226,2967387,66,446321214,9.78E+12,6200,14942
Deborah Feldman,2012,,Unorthodox: The Scandalous Rejection of My Hasidic Roots,3.67,8516,https://images.gr-assets.com/books/1336676500m/13547241.jpg,https://images.gr-assets.com/books/1336676500s/13547241.jpg,93726,93726,1128931,79,60096152,9.78E+12,6201,15963
Kiera Cass,2014,The Selection Stories: The Prince & The Guard,"The Selection Stories: The Prince & The Guard (The Selection, #0.5, 2.5)",4.03,23695,https://images.gr-assets.com/books/1380214609m/18172471.jpg,https://images.gr-assets.com/books/1380214609s/18172471.jpg,1566053,1566053,1558637,18,306816083,9.78E+12,6202,25596
Alastair Reynolds,2003,Redemption Ark,Redemption Ark,4.13,16484,https://images.gr-assets.com/books/1309206851m/89190.jpg,https://images.gr-assets.com/books/1309206851s/89190.jpg,7715664,7715664,10083611,18,446556815,9.78E+12,6203,18059
T.S. Eliot,1963,Collected Poems 1909-1962,"Collected Poems, 1909-1962",4.29,17192,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,10238,10238,1637223,63,1570625190,9.78E+12,6204,17768
Anton DiSclafani,2013,The Yonahlossee Riding Camp for Girls,The Yonahlossee Riding Camp for Girls,3.34,15769,https://images.gr-assets.com/books/1364772121m/16158508.jpg,https://images.gr-assets.com/books/1364772121s/16158508.jpg,16114861,16114861,21932118,12,,9.78E+12,6205,18112
Kylie Scott,2014,Lead,"Lead (Stage Dive, #3)",4.32,29239,https://images.gr-assets.com/books/1396467599m/19286623.jpg,https://images.gr-assets.com/books/1396467599s/19286623.jpg,26158341,26158341,46115850,11,,,6206,33999
Kelley Armstrong,2007,No Humans Involved,"No Humans Involved (Women of the Otherworld, #7)",4.2,23191,https://images.gr-assets.com/books/1362703261m/862350.jpg,https://images.gr-assets.com/books/1362703261s/862350.jpg,18077752,18077752,25384096,40,374104115,9.78E+12,6207,25157
Jennifer Echols,2010,Endless Summer,"Endless Summer (The Boys Next Door, #1-2)",4.02,18438,https://images.gr-assets.com/books/1276962830m/7124475.jpg,https://images.gr-assets.com/books/1276962830s/7124475.jpg,12958487,12958487,18115826,17,,,6208,18642
Willard F. Harley Jr.,1986,"Que Necesita El, Que Necesita Ella ","His Needs, Her Needs: Building an Affair-Proof Marriage",4.11,15008,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,6609714,6609714,6803681,34,545140315,9.78E+12,6209,15876
Nora Roberts,2006,Dance of the Gods,"Dance of the Gods (Circle Trilogy, #2)",4.13,23060,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,107776,107776,1010164,48,074347418X,9.78E+12,6210,24380
"Jonathan Stroud, Simon  Jones",2010,The Ring of Solomon,"The Ring of Solomon (Bartimaeus, #0.5)",4.19,18809,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,16316,16316,721292,143,7120818,9.78E+12,6211,21718
Abbi Glines,2015,Until Friday Night,"Until Friday Night (The Field Party, #1)",4.01,20813,https://images.gr-assets.com/books/1429191171m/22522202.jpg,https://images.gr-assets.com/books/1429191171s/22522202.jpg,16424,16424,2991011,204,7119305,9.78E+12,6212,25035
Chris Cleave,2016,Everyone Brave Is Forgiven,Everyone Brave is Forgiven,3.8,16183,https://images.gr-assets.com/books/1462176457m/25814512.jpg,https://images.gr-assets.com/books/1462176457s/25814512.jpg,23346719,23346719,40851119,73,857522817,9.78E+12,6213,20386
Juliet Marillier,2000,Son of the Shadows,"Son of the Shadows (Sevenwaters, #2)",4.32,21544,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,15743078,15743078,21431022,8,62240080,9.78E+12,6214,23597
Ken Follett,1980,The Key to Rebecca,The Key to Rebecca,3.86,16616,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,10314376,10314376,14511050,134,547577532,9.78E+12,6215,19927
"Ina Garten, Maura McEvoy",2002,Barefoot Contessa Family Style: Easy Ideas and Recipes That Make Everyone Feel Like Family,Barefoot Contessa Family Style: Easy Ideas and Recipes That Make Everyone Feel Like Family,4.26,16134,https://images.gr-assets.com/books/1320438055m/120231.jpg,https://images.gr-assets.com/books/1320438055s/120231.jpg,7176578,7176578,7627945,70,1400069262,9.78E+12,6216,16181
Fisher Amelie,2012,,"Vain (The Seven Deadly, #1)",4.25,10427,https://images.gr-assets.com/books/1376504907m/18331807.jpg,https://images.gr-assets.com/books/1376504907s/18331807.jpg,885744,885744,1353328,15,1569319022,9.78E+12,6217,28402
"H.P. Lovecraft, China Miéville, S.T. Joshi",1936,At the Mountains of Madness,At the Mountains of Madness,3.93,16637,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,187049,187049,6785716,36,765341840,9.78E+12,6218,20107
Lara Adrian,2008,Veil of Midnight,"Veil of Midnight (Midnight Breed, #5)",4.26,25116,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,33426,33426,629317,41,192861891,9.78E+12,6219,27048
James Rollins,1999,Subterranean,Subterranean,4.01,17425,https://images.gr-assets.com/books/1336889308m/98807.jpg,https://images.gr-assets.com/books/1336889308s/98807.jpg,835623,835623,2085667,51,393318486,9.78E+12,6220,18876
"Garth Ennis, Steve Dillon",2001,,"Preacher, Volume 9: Alamo",4.33,17930,https://images.gr-assets.com/books/1309916938m/102958.jpg,https://images.gr-assets.com/books/1309916938s/102958.jpg,17925397,17925397,25122168,11,,,6221,18129
